battery_id,policy,cycle_life,cycle,IR,QCharge,QDischarge,Tavg,Tmax,Tmin,chargetime
94,1C(4%)-6C,300,29.0,0.016545905,1.0702941,1.0704086,30.447803146417435,31.994564,28.963934,10.300878333333337
94,1C(4%)-6C,300,30.0,0.016582202,1.0700471,1.0689889,30.328327232800028,31.814205,28.003355,10.301681666666505
94,1C(4%)-6C,300,31.0,0.017059151,1.0669823,1.0677648,29.27516773050195,31.632881,27.646212,10.291213333333628
94,1C(4%)-6C,300,32.0,0.016641296,1.0695829,1.0696734,30.333969221960835,32.660965,28.689503,10.302904999999736
94,1C(4%)-6C,300,33.0,0.016423751,1.0640901,1.069556,29.84487705007947,32.677193,27.32712,10.279684999999882
94,1C(4%)-6C,300,34.0,0.017008195,1.0688775,1.0692738,29.542129328517106,32.539703,27.075228,10.368791666666706
94,1C(4%)-6C,300,35.0,0.016515683,1.0686264,1.0688097,30.115922595559052,32.743534,27.761589,10.226248333333448
94,1C(4%)-6C,300,36.0,0.01647092,1.0679551,1.068133,29.23231627661228,32.348022,27.191139,10.345966666666694
94,1C(4%)-6C,300,37.0,0.016796993,1.0682455,1.0684201,29.840597364854265,32.370747,27.151005,10.276276666666671
94,1C(4%)-6C,300,38.0,0.016437978,1.0680825,1.0682353,30.575514677067083,32.629967,28.687674,10.320198333333247
94,1C(4%)-6C,300,39.0,0.016570957,1.0671875,1.0661631,29.617688371271534,31.942955,27.353794,10.359751666667096
94,1C(4%)-6C,300,40.0,0.016723298,1.0674747,1.0675644,30.18967084784309,31.54253,28.461576,10.354238333333342
94,1C(4%)-6C,300,41.0,0.016668085,1.0676078,1.0675573,30.662339585231788,32.338337,29.041611,10.23079166666624
94,1C(4%)-6C,300,42.0,0.016722988,1.0656334,1.0658481,29.621308220484746,32.579319,27.631691,10.293693333333067
94,1C(4%)-6C,300,43.0,0.016672911,1.0666317,1.0667715,30.453044962025263,32.513649,29.259834,10.332328333333619
94,1C(4%)-6C,300,44.0,0.016468678,1.0665852,1.0667198,30.8863812450119,33.053284,29.233692,10.235146666666454
94,1C(4%)-6C,300,45.0,0.017096668,1.0644711,1.0646503,29.242218247863253,31.838638,27.401533,10.382503333333686
94,1C(4%)-6C,300,46.0,0.016583575,1.0656902,1.0653819,30.439173058914744,32.295574,28.754614,10.264203333333231
94,1C(4%)-6C,300,47.0,0.016470853,1.065369,1.0653222,30.468750776255717,32.46587,28.667372,10.34946000000006
94,1C(4%)-6C,300,48.0,0.017111024,1.0634396,1.0636086,29.184321394573658,31.958752,27.32275,10.434446666666675
94,1C(4%)-6C,300,49.0,0.016622119,1.064512,1.0634657,30.393248862313136,32.406044,28.974863,10.343498333333507
94,1C(4%)-6C,300,50.0,0.01649111,1.0644451,1.0632498,30.050741017801833,32.81686,27.72463,10.340031666666619
94,1C(4%)-6C,300,51.0,0.017120339,1.0633662,1.0610597,29.492495797266432,31.485163,27.776876,10.418196666666578
94,1C(4%)-6C,300,52.0,0.016710384,1.0640059,1.0641606,30.530629380579466,32.722363,28.597179,10.348174999999658
94,1C(4%)-6C,300,53.0,0.01656403,1.0637848,1.0637969,30.07289223805727,33.194378,27.90691,10.330373333333409
94,1C(4%)-6C,300,54.0,0.01703334,1.0626218,1.0617384,29.771870288329467,32.106064,27.418655,10.43564666666692
94,1C(4%)-6C,300,55.0,0.016652452,1.0626725,1.0616949,30.59099062781682,32.326992,29.376139,10.359373333333254
94,1C(4%)-6C,300,56.0,0.016587298,1.05861,1.0612283,29.72781216205843,32.458851,27.310768,10.393061666666958
94,1C(4%)-6C,300,57.0,0.016957976,1.0583129,1.0621583,29.985550927536252,32.433487,28.268034,10.364403333333515
94,1C(4%)-6C,300,58.0,0.016682731,1.0618098,1.0619836,30.74598577156178,33.972218,28.172363,10.269008333333963
94,1C(4%)-6C,300,59.0,0.016629722,1.0581099,1.060012,29.24439771064815,32.364216,27.180607,10.441751666666823
94,1C(4%)-6C,300,60.0,0.016885346,1.0587999,1.0607288,30.150483678321613,32.220104,28.824879,10.34441166666705
94,1C(4%)-6C,300,61.0,0.016689343,1.0569034,1.0593362,30.688930608255472,33.025082,29.293289,10.411485000000296
94,1C(4%)-6C,300,62.0,0.017074103,1.0576382,1.057404,29.30007960480843,31.695267,27.390312,10.446675000000202
94,1C(4%)-6C,300,63.0,0.016934011,1.055727,1.0582646,30.151249093536105,31.797255,28.947863,10.374954999999803
94,1C(4%)-6C,300,64.0,0.016780367,1.0566783,1.058264,30.562077521212114,33.251572,27.29104,10.45032666666666
94,1C(4%)-6C,300,65.0,0.017315511,1.0540886,1.0577527,29.131953815592215,31.894047,27.113697,10.472693333333398
94,1C(4%)-6C,300,66.0,0.016778607,1.0548885,1.0548215,30.64337086037437,32.343864,29.126688,10.453206666666665
94,1C(4%)-6C,300,67.0,0.017200161,1.0563112,1.0519987,30.54084081003856,32.21909,27.766483,10.426236666666227
94,1C(4%)-6C,300,68.0,0.017200161,1.0567458,1.0563968,29.634894750563497,31.988642,27.559868,10.505089999999996
94,1C(4%)-6C,300,69.0,0.016829656,1.0557985,1.0571469,30.752828728049668,32.722607,29.380619,10.348258333333327
94,1C(4%)-6C,300,70.0,0.016691566,1.0530355,1.0570532,30.295207468773498,33.128014,27.516716,10.451113333333312
94,1C(4%)-6C,300,71.0,0.017192012,1.0552418,1.055885,29.79971330441403,32.308136,27.423235,10.550861666666666
94,1C(4%)-6C,300,72.0,0.016818255,1.0557837,1.0557811,30.802412724770633,32.577335,29.641514,10.428579999999995
94,1C(4%)-6C,300,73.0,0.016800286,1.0552627,1.0345417,29.943484397983028,32.350052,27.345623,10.419210000000021
94,1C(4%)-6C,300,74.0,0.017074348,1.0547929,1.0438111,30.08734766066059,32.096199,27.979403,10.510661666666662
94,1C(4%)-6C,300,75.0,0.016834449,1.054521,1.0532542,30.68124048431524,31.897432,29.361277,10.370769999999963
94,1C(4%)-6C,300,76.0,0.017020684,1.0530727,1.0529652,29.779204806722674,31.476288,27.043941,10.356328333333355
94,1C(4%)-6C,300,77.0,0.017038016,1.0532224,1.0518502,30.213875134687765,31.522211,28.662687,10.512758333333355
94,1C(4%)-6C,300,78.0,0.016993206,1.05287,1.052878,30.561165757918566,32.071491,28.610725,10.388085000000016
94,1C(4%)-6C,300,79.0,0.017102705,1.0511366,1.0499744,29.850704090704653,32.700401,27.585407,10.338131666666595
94,1C(4%)-6C,300,80.0,0.017005483,1.051731,1.0493724,30.50647236905657,32.501389,29.009178,10.398013333333317
94,1C(4%)-6C,300,81.0,0.016877471,1.0515258,1.0503594,30.86473189884174,33.725349,28.71674,10.451765000000039
94,1C(4%)-6C,300,82.0,0.017387332,1.0494734,1.0494096,29.22433598789704,31.266563,27.173977,10.584650000000087
94,1C(4%)-6C,300,83.0,0.017061427,1.0500704,1.0500311,30.459807222967918,32.461575,28.980724,10.413631666666697
94,1C(4%)-6C,300,84.0,0.017020214,1.0427529,1.0500929,30.595574288956104,32.949039,27.517937,10.576709999999972
94,1C(4%)-6C,300,85.0,0.01736778,1.0431683,1.0484229,29.568893593423056,32.293137,27.323774,10.59024833333339
94,1C(4%)-6C,300,86.0,0.016897567,1.0488043,1.0485595,30.772847998524046,32.617496,28.966993,10.521539999999852
94,1C(4%)-6C,300,87.0,0.017015239,1.0464919,1.0479097,30.187240850634772,32.100475,28.114799,10.485768333333544
94,1C(4%)-6C,300,88.0,0.017526537,1.0452667,1.0468214,29.670168155134686,31.67902,28.147036,10.668563333333442
94,1C(4%)-6C,300,89.0,0.017105766,1.0469124,1.0467751,30.622929858097933,32.221542,28.532368,10.52665666666653
94,1C(4%)-6C,300,90.0,0.017137375,1.0469162,1.0467361,30.465671438029265,32.915283,27.938171,10.473104999999972
94,1C(4%)-6C,300,91.0,0.017300852,1.0403104,1.0458307,30.12886190949224,32.666649,27.976744,10.603921666666672
94,1C(4%)-6C,300,92.0,0.016956259,1.045785,1.0456059,30.91745727906968,33.809696,28.592295,10.507979999999952
94,1C(4%)-6C,300,93.0,0.016844008,1.0440282,1.0412366,29.567706898583175,32.926094,27.134069,10.518610000000141
94,1C(4%)-6C,300,94.0,0.017203506,1.0425264,1.0440401,30.303225666420683,32.564541,28.138882,10.574813333333198
94,1C(4%)-6C,300,95.0,0.017019175,1.0414593,1.0423727,30.812436495922935,32.058128,29.465464,10.544916666666783
94,1C(4%)-6C,300,96.0,0.017219819,1.0417479,1.0415581,29.72041367016494,31.503983,27.438612,10.49994333333331
94,1C(4%)-6C,300,97.0,0.017126093,1.0422969,1.042159,30.321876212075427,31.860207,28.867689,10.53160666666663
94,1C(4%)-6C,300,98.0,0.017184932,1.042035,1.0405481,30.455285240506335,31.655748,28.710163,10.530609999999918
94,1C(4%)-6C,300,99.0,0.017640008,1.0402684,1.0400827,29.59224048363638,31.388914,27.186926,10.59667833333345
94,1C(4%)-6C,300,100.0,0.017292464,1.0410936,1.038452,30.53040859275687,32.433472,28.655603,10.6023983333335
94,1C(4%)-6C,300,101.0,0.017253792,1.0407138,1.0405895,30.769611311583652,33.941334,27.72871,10.558320000000094
94,1C(4%)-6C,300,102.0,0.017626964,1.0388792,1.0373124,29.494938625183035,32.328693,27.290888,10.738588333333366
94,1C(4%)-6C,300,103.0,0.01714794,1.0392723,1.039028,30.647811247774445,32.107117,29.377941,10.622491666666853
94,1C(4%)-6C,300,104.0,0.017178018,1.0387909,1.0385395,30.398061916728697,31.714281,28.301685,10.549884999999874
94,1C(4%)-6C,300,105.0,0.017729633,1.0368793,1.0367792,29.496623911420233,31.593704,28.019739,10.672655000000184
94,1C(4%)-6C,300,106.0,0.017301492,1.0357676,1.0373596,30.541893308088312,32.231548,28.698246,10.662098333333173
94,1C(4%)-6C,300,107.0,0.017261626,1.0360552,1.0368109,30.264736057591634,32.501125,27.575575,10.605096666666698
94,1C(4%)-6C,300,108.0,0.017642621,1.0344071,1.0314156,29.576892945558782,31.646292,27.873047,10.786233333333318
94,1C(4%)-6C,300,109.0,0.017390439,1.0358306,1.0355482,30.384737082969465,31.796337,28.685143,10.61872000000003
94,1C(4%)-6C,300,110.0,0.01740147,1.0334196,1.0351765,30.110740266519876,32.004345,27.175566,10.556561666666918
94,1C(4%)-6C,300,111.0,0.017567888,1.0327039,1.0321399,30.244483972463748,32.915665,28.495853,10.78635000000019
94,1C(4%)-6C,300,112.0,0.017087074,1.0346407,1.0342485,31.186255714072907,33.677071,29.519613,10.636941666666825
94,1C(4%)-6C,300,113.0,0.017004376,1.0320339,1.0309865,29.960649504059003,33.032745,27.371269,10.771631666666751
94,1C(4%)-6C,300,114.0,0.01738889,1.0329453,1.0325667,30.433113150000057,31.839088,28.684042,10.683849999999802
94,1C(4%)-6C,300,115.0,0.017510124,1.0270343,1.0322183,30.587031135076245,32.746735,27.728569,10.789364999999815
94,1C(4%)-6C,300,116.0,0.017402664,1.0300722,1.030488,29.96009382919702,33.536053,27.370974,10.61310999999987
94,1C(4%)-6C,300,117.0,0.017526006,1.0305969,1.0308603,30.37994798913825,32.689224,28.728691,10.79873833333307
94,1C(4%)-6C,300,118.0,0.017316287,1.0290951,1.0305144,30.91589662048642,33.540638,29.274609,10.658838333333552
94,1C(4%)-6C,300,119.0,0.017899137,1.0289898,1.0284666,29.447222324840766,32.082561,27.576218,10.8883733333331
94,1C(4%)-6C,300,120.0,0.017462058,1.0282236,1.0289056,30.623730009226346,32.230766,29.05159,10.671348333333542
94,1C(4%)-6C,300,121.0,0.017520895,1.0289854,1.0286748,30.58561661904757,33.104332,27.831964,10.659430000000187
94,1C(4%)-6C,300,122.0,0.017914031,1.0275415,1.0271215,29.64398622460658,32.199825,27.816881,10.894711666666748
94,1C(4%)-6C,300,123.0,0.017455196,1.0277205,1.0272709,30.664045761461164,32.126274,29.327492,10.793493333333268
94,1C(4%)-6C,300,124.0,0.017519455,1.0269403,1.0265713,30.301837061826046,31.808325,28.145313,10.77012333333308
94,1C(4%)-6C,300,125.0,0.017935626,1.0260714,1.0256524,29.9070669500352,31.958748,28.403965,10.826701666666485
94,1C(4%)-6C,300,126.0,0.017612552,1.0257969,1.0254807,30.713162814306393,33.351593,28.05323,10.768236666666537
94,1C(4%)-6C,300,127.0,0.017621709,1.0249089,1.0249501,30.14625825925922,32.744057,27.692005,10.803106666666281
94,1C(4%)-6C,300,128.0,0.017776702,1.0244958,1.0241237,30.120335113490352,32.511894,27.709291,10.917193333333126
94,1C(4%)-6C,300,129.0,0.017492745,1.0240012,1.023747,30.762433052039334,32.787094,29.32818,10.833034999999898
94,1C(4%)-6C,300,130.0,0.017434493,1.0226296,1.0223628,30.06201834423897,32.315121,27.891544,10.844683333333524
94,1C(4%)-6C,300,131.0,0.017760048,1.0224725,1.0221159,30.217636017580855,31.555407,28.616711,10.83964833333351
94,1C(4%)-6C,300,132.0,0.017886076,1.0220397,1.0218383,30.40670610704229,32.03632,27.238718,10.818141666666877
94,1C(4%)-6C,300,133.0,0.017792657,1.0208074,1.0206007,30.01198652982456,32.080357,28.0921,10.760021666666823
94,1C(4%)-6C,300,134.0,0.017631087,1.020391,1.0199631,30.587830295784798,31.958496,29.026413,10.93460833333326
94,1C(4%)-6C,300,135.0,0.017697282,1.0201812,1.0198349,31.077855647482117,34.377491,28.18895,10.835014999999839
94,1C(4%)-6C,300,136.0,0.017674206,1.0188717,1.0183227,29.835085306122423,33.349068,27.391695,10.849899999999616
94,1C(4%)-6C,300,137.0,0.0177183,1.0193175,1.0188911,30.687720981065944,33.240307,28.730209,10.938384999999835
94,1C(4%)-6C,300,138.0,0.017467717,1.0184796,1.0180837,30.9761063432836,33.110043,29.092594,10.896008333332913
94,1C(4%)-6C,300,139.0,0.018168077,1.0168153,1.0164374,29.4827627681661,32.206459,27.820133,11.08848666666648
94,1C(4%)-6C,300,140.0,0.017676193,1.0154704,1.0168362,30.72088436893209,32.509075,29.364214,10.88133999999991
94,1C(4%)-6C,300,141.0,0.017660134,1.0161295,1.0158768,30.868812305240827,32.539875,28.134752,10.881056666667185
94,1C(4%)-6C,300,142.0,0.018291704,1.0151542,1.0147876,29.452965225188358,32.149921,27.866375,11.0551216666674
94,1C(4%)-6C,300,143.0,0.017843224,1.0154021,1.0150827,30.67293879315058,32.983074,29.194851,11.00148666666646
94,1C(4%)-6C,300,144.0,0.017692558,1.0143775,1.0139226,30.535722181882505,32.435966,27.78602,10.975756666666712
94,1C(4%)-6C,300,145.0,0.018419428,1.0118719,1.0131426,29.556794435104276,32.310703,27.769321,11.2351483333332
94,1C(4%)-6C,300,146.0,0.017897334,1.0137687,1.0133483,30.68952214393941,33.207466,28.775606,11.018664999999844
94,1C(4%)-6C,300,147.0,0.017769985,1.012939,1.0088241,30.413662038732475,33.18084,27.608675,10.989076666666854
94,1C(4%)-6C,300,148.0,0.018280717,1.0124362,1.0119172,29.930690423448336,32.648979,27.521488,11.119000000000232
94,1C(4%)-6C,300,149.0,0.017890919,1.0106175,1.0115931,30.902377411723656,33.843502,28.977123,10.97143666666622
94,1C(4%)-6C,300,150.0,0.017708022,1.0102373,1.009986,30.06964034273632,33.454865,26.982515,11.043804999999702
94,1C(4%)-6C,300,151.0,0.018083429,1.0101606,1.0084262,30.432447949446,31.96237,28.877079,11.124753333333258
94,1C(4%)-6C,300,152.0,0.018210273,1.0099063,1.0046768,30.49797518598382,33.153893,27.62546,11.002416666666978
94,1C(4%)-6C,300,153.0,0.018042995,1.0081089,1.0076933,29.9407896874155,33.114986,27.463453,10.967803333332995
94,1C(4%)-6C,300,154.0,0.018087529,1.0082314,1.0077674,30.587862583681932,32.932846,28.929779,11.067046666666283
94,1C(4%)-6C,300,155.0,0.017990785,1.0083252,1.0072478,30.805990766014787,34.177357,27.894939,11.018623333334109
94,1C(4%)-6C,300,156.0,0.01862295,1.0062541,1.006004,29.261931509234824,31.538141,27.247461,11.208770000000367
94,1C(4%)-6C,300,157.0,0.018056519,1.0064201,1.0060148,30.784845758430812,33.158314,29.192635,11.094345000000127
94,1C(4%)-6C,300,158.0,0.017921964,1.0064021,1.0059047,31.042817735215042,34.004971,28.130068,11.06033166666651
94,1C(4%)-6C,300,159.0,0.018371133,1.0046043,1.0039864,29.758466621472763,32.355595,27.589083,11.29843000000013
94,1C(4%)-6C,300,160.0,0.018026963,1.0050476,1.0043944,30.85331567125177,32.881783,29.403513,11.209736666666382
94,1C(4%)-6C,300,161.0,0.017697817,1.0046787,1.0040871,31.039608366071306,33.41008,28.568378,11.14502500000041
94,1C(4%)-6C,300,162.0,0.018739061,1.0027819,1.0020974,29.66702553225802,32.350407,28.365866,11.361188333334091
94,1C(4%)-6C,300,163.0,0.018167796,1.0029736,1.0023676,30.902336541810595,33.226849,29.089886,11.241305000000285
94,1C(4%)-6C,300,164.0,0.018052839,1.0023844,1.0018402,30.54287598922558,33.116306,27.943911,11.12312666666694
94,1C(4%)-6C,300,165.0,0.018615065,1.0016325,1.0010805,30.02829873198648,32.616489,27.899157,11.459081666666316
94,1C(4%)-6C,300,166.0,0.018298436,1.0010448,1.00038,30.84871115588842,33.83643,28.586946,11.26773333333355
94,1C(4%)-6C,300,167.0,0.018080492,1.0000633,0.9993192,30.24138450441879,33.474518,27.074205,11.271524999999867
94,1C(4%)-6C,300,168.0,0.018381786,0.99920452,0.99884844,30.020565252702777,32.80278,28.092936,11.513728333332498
94,1C(4%)-6C,300,169.0,0.018381786,0.99899328,0.99843806,30.689174659745543,33.65102,28.553537,11.254683333333334
94,1C(4%)-6C,300,170.0,0.018206012,0.99751747,0.99679261,30.026359213900125,33.083576,27.596045,11.267098333333335
94,1C(4%)-6C,300,171.0,0.018340386,0.9977954,0.99724656,30.5473862703605,32.903961,28.585318,11.471221666666663
94,1C(4%)-6C,300,172.0,0.018146547,0.99705803,0.99641353,30.965204543535705,33.162514,29.221115,11.329325000000003
94,1C(4%)-6C,300,173.0,0.018623885,0.99542993,0.99507862,29.76667747734726,32.198494,27.417095,11.441978333333342
94,1C(4%)-6C,300,174.0,0.018393109,0.99570882,0.99519771,30.91090583892617,33.388256,29.187399,11.351598333333337
94,1C(4%)-6C,300,175.0,0.018198665,0.99525553,0.99471825,30.978027430555635,33.782646,28.721415,11.370521666666658
94,1C(4%)-6C,300,176.0,0.018874329,0.99339348,0.99281865,29.587830843365705,32.735855,27.695698,11.608051666666688
94,1C(4%)-6C,300,177.0,0.018329009,0.99299449,0.99257553,30.748299691790038,32.341644,29.309921,11.524881666666685
94,1C(4%)-6C,300,178.0,0.018451253,0.99272466,0.99212366,30.686559876000025,33.088203,27.872509,11.51831333333333
94,1C(4%)-6C,300,179.0,0.018954197,0.99200362,0.99122465,29.623214643641077,32.538319,27.831673,11.738756666666692
94,1C(4%)-6C,300,180.0,0.018501801,0.99164093,0.99103588,30.73110949802637,33.461845,28.630859,11.453991666666601
94,1C(4%)-6C,300,181.0,0.018375624,0.99141169,0.99027079,30.302361294466486,32.915333,28.069712,11.563461666666626
94,1C(4%)-6C,300,182.0,0.01883042,0.98971826,0.98911506,30.037997448275966,32.895416,27.805775,11.778293333333325
94,1C(4%)-6C,300,183.0,0.018392909,0.99009073,0.98940724,31.0953014996704,33.527824,29.454462,11.562691666666675
94,1C(4%)-6C,300,184.0,0.018243799,0.98808211,0.98722905,30.423061959404656,32.580463,28.250328,11.674263333333268
94,1C(4%)-6C,300,185.0,0.018822821,0.98758721,0.98694479,30.10933008689927,33.299042,27.743404,11.842183333333256
94,1C(4%)-6C,300,186.0,0.018379824,0.98773623,0.98683459,30.762068549232755,32.949524,28.520073,11.638773333333301
94,1C(4%)-6C,300,187.0,0.018427595,0.98548228,0.98467171,29.79370020477144,31.995247,27.015038,11.777030000000014
94,1C(4%)-6C,300,188.0,0.018734088,0.98534447,0.98461682,30.47915797850159,32.810188,28.560472,11.766713333333367
94,1C(4%)-6C,300,189.0,0.018585188,0.98465914,0.9841007,31.03731527092949,33.208912,29.45565,11.627621666666528
94,1C(4%)-6C,300,190.0,0.018553613,0.98418343,0.98311371,30.280829185408383,32.322136,27.382074,11.597835000000002
94,1C(4%)-6C,300,191.0,0.01831663,0.98300678,0.98310405,31.16465592002646,32.636639,29.084566,11.776708333333227
94,1C(4%)-6C,300,192.0,0.018812397,0.98301744,0.98222518,30.827909882585676,33.668118,28.145721,11.674558333333213
94,1C(4%)-6C,300,193.0,0.01889511,0.98127466,0.98056322,30.371390674999912,33.216496,27.389776,11.703756666666596
94,1C(4%)-6C,300,194.0,0.018804852,0.98116225,0.97950625,30.66174094541771,33.275246,29.066658,11.873189999999886
94,1C(4%)-6C,300,195.0,0.018601626,0.98132962,0.9800477,31.058760744155858,33.558941,29.182796,11.750091666666655
94,1C(4%)-6C,300,196.0,0.019352771,0.97935581,0.97825414,29.60637195073579,32.002747,27.582478,11.934306666666817
94,1C(4%)-6C,300,197.0,0.018805228,0.97902858,0.97857809,30.860951074025074,33.407772,29.329617,11.846048333333359
94,1C(4%)-6C,300,198.0,0.018765844,0.97843534,0.97793168,31.360636650491767,35.091934,29.186451,11.83634333333345
94,1C(4%)-6C,300,199.0,0.019335024,0.97766382,0.97628623,29.554865779001915,32.446476,27.907515,12.082101666666615
94,1C(4%)-6C,300,200.0,0.018806057,0.97715676,0.97677386,30.928705458467423,33.386379,29.427904,11.882153333333312
94,1C(4%)-6C,300,201.0,0.018626694,0.97676432,0.97582519,30.77740053866319,32.449123,28.373476,12.007448333333256
94,1C(4%)-6C,300,202.0,0.019323271,0.9747296,0.97444153,29.617899094696988,33.134575,27.345623,12.298256666666566
94,1C(4%)-6C,300,203.0,0.018785015,0.97522134,0.97448474,30.741959422136286,33.441818,28.624714,12.045218333333226
94,1C(4%)-6C,300,204.0,0.018639188,0.97426492,0.972857,30.218462052325606,32.705898,27.656616,12.159613333333255
94,1C(4%)-6C,300,205.0,0.019389179,0.97291619,0.97234464,29.858701723803428,32.65411,28.14642,12.250655000000068
94,1C(4%)-6C,300,206.0,0.018819144,0.97191268,0.97130346,31.10552109973402,32.933334,29.292023,11.979116666666718
94,1C(4%)-6C,300,207.0,0.018855548,0.97246081,0.97098994,30.81534785139516,32.445076,28.672554,11.945151666666304
94,1C(4%)-6C,300,208.0,0.019364322,0.97066569,0.97010922,30.037782393802484,32.563568,28.194504,12.42289333333368
94,1C(4%)-6C,300,209.0,0.018904148,0.97052908,0.96974486,30.886181951344444,32.627678,28.650549,12.09861333333344
94,1C(4%)-6C,300,210.0,0.019147629,0.96961504,0.96851671,30.649234752136696,32.36861,27.473475,11.996128333333278
94,1C(4%)-6C,300,211.0,0.019347934,0.96878541,0.96794254,30.276854505438322,33.092819,27.729359,12.375329999999668
94,1C(4%)-6C,300,212.0,0.018819291,0.96830297,0.9672783,30.987295439666283,32.478947,28.463411,12.182588333333358
94,1C(4%)-6C,300,213.0,0.019096874,0.96709526,0.96603942,30.348838392717735,31.699387,27.016478,12.259774999999596
94,1C(4%)-6C,300,214.0,0.019423544,0.96616524,0.96578479,30.245881382051284,33.315018,28.518663,12.54248833333307
94,1C(4%)-6C,300,215.0,0.019070264,0.96600151,0.96516669,31.22929564864857,33.798157,29.225075,12.250458333333276
94,1C(4%)-6C,300,216.0,0.018761022,0.96451569,0.96300596,30.126120637384485,33.00824,27.073454,12.50810166666682
94,1C(4%)-6C,300,217.0,0.019209687,0.96374714,0.96316677,30.521952337395813,32.397903,28.301428,12.579678333333383
94,1C(4%)-6C,300,218.0,0.019076157,0.96270752,0.96215093,30.657310645055585,32.310287,28.606976,12.503239999999641
94,1C(4%)-6C,300,219.0,0.019424766,0.96186668,0.96039671,30.102686026797382,31.817461,26.865759,12.422340000000258
94,1C(4%)-6C,300,220.0,0.019631233,0.96117651,0.96058929,30.134379751445024,32.707584,28.799482,12.663844999999856
94,1C(4%)-6C,300,221.0,0.019253194,0.96176326,0.96091807,31.148992851159843,33.848209,28.710958,12.49262166666643
94,1C(4%)-6C,300,222.0,0.019075146,0.95943415,0.95786768,30.46897428894628,33.01675,27.694681,12.531628333333355
94,1C(4%)-6C,300,223.0,0.019460022,0.95871186,0.95823473,30.55295624888603,33.016499,28.933401,12.766196666666655
94,1C(4%)-6C,300,224.0,0.019305505,0.95910561,0.95828289,31.01892857061791,33.40136,29.264763,12.633511666666891
